ctrgcn_jm_3d,ctrgcn_b_3d,ctrgcn_j_3d,ctrgcn_j_3d_resample,ctrgcn_j_3d_resample_rotate,ctrgcn_b_2d,ctrgcn_j_2d,ctrgcn_bm_2d,ctrgcn_jm_2d,tdgcn_j_2d,blockgcn_j_3d,blockgcn_jm_3d,blockgcn_b_3d,blockgcn_bm_3d,ctrgcn_b_3d_resample_rotate,degcn_J_3d,degcn_B_3d,former_bm_r_w_2d,former_bm_2d,former_j_2d,former_j_3d,former_b_3d,former_j_3d_resample_rotate,former_jm_2d,former_b_3d_resample_rotate,skateformer_j_3d,true
118,118,118,118,118,19,118,19,19,19,118,118,118,72,118,118,118,118,19,118,118,118,118,118,118,118,118
119,119,119,119,119,30,30,9,152,59,119,119,119,119,119,119,119,10,28,30,37,37,119,10,119,119,119
120,120,120,120,120,120,120,120,105,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
0,0,0,1,0,25,25,10,1,1,0,0,0,0,0,0,1,10,18,1,1,1,0,10,1,0,0
1,1,1,1,1,1,1,1,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,37,2,2,2,2,2,2,2,2,2,43,2,2,2,2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
49,52,52,4,52,49,49,52,49,49,49,52,52,49,49,49,49,49,49,52,4,4,49,49,4,52,4
17,17,17,17,17,63,25,32,32,35,17,17,17,5,17,17,17,68,149,32,5,5,5,68,17,32,5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
48,8,8,8,8,32,32,8,8,32,48,8,8,8,8,8,8,8,8,32,8,8,8,8,8,8,8
72,10,25,25,25,10,72,72,72,10,45,118,10,118,9,25,10,72,72,10,27,45,10,72,25,25,9
9,9,10,10,9,10,10,10,28,9,9,10,10,48,10,10,10,1,28,9,10,10,9,1,10,10,10
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
13,13,13,13,13,13,13,63,13,13,13,13,13,13,13,13,13,13,47,13,13,13,13,13,13,13,13
14,145,14,14,14,14,28,35,35,35,14,14,14,14,145,14,14,1,35,145,145,14,145,1,145,145,14
15,15,15,15,15,15,15,35,35,15,15,15,15,15,15,15,15,16,35,35,15,15,15,16,15,34,15
16,16,16,16,16,35,16,16,16,16,16,16,16,16,16,16,16,35,16,16,16,16,16,35,16,16,16
100,5,100,32,100,9,100,58,17,9,5,12,17,5,100,100,32,100,140,9,100,100,100,100,17,100,17
18,18,18,18,18,18,18,18,126,18,18,126,28,18,18,18,18,18,18,18,18,102,18,18,18,18,18
114,114,114,114,114,114,106,106,106,114,114,114,114,106,114,114,114,106,114,114,114,114,114,106,114,114,19
20,20,20,20,20,20,20,66,66,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
21,21,21,21,69,1,44,21,36,21,21,56,21,21,21,69,21,36,70,21,21,21,21,36,21,21,21
22,22,22,22,22,23,8,23,23,8,22,22,22,22,22,22,22,23,23,25,22,22,22,23,22,22,22
23,23,23,23,23,8,23,23,23,32,23,23,23,23,23,23,23,23,28,8,23,23,23,23,23,23,23
36,24,24,40,24,1,125,39,39,34,34,31,40,40,24,24,24,31,39,34,24,24,40,31,18,24,24
25,9,25,25,10,10,10,10,10,10,25,25,25,8,25,25,10,10,27,10,25,25,10,10,25,9,25
119,115,116,116,115,116,119,69,27,119,116,119,116,115,116,116,116,40,11,119,115,116,116,40,116,119,26
118,10,27,27,27,10,27,118,72,10,27,72,27,72,27,27,25,72,118,48,25,45,27,72,9,10,27
43,28,48,28,28,28,28,9,28,28,28,28,28,28,28,28,28,9,101,28,28,28,28,9,28,28,28
29,29,29,29,4,52,29,63,69,149,29,29,121,50,29,29,71,121,65,63,4,4,29,121,50,29,29
8,30,30,30,30,9,9,30,30,30,30,30,30,30,30,30,30,9,9,9,30,30,30,9,30,30,30
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,6,32,32,32,32,32,32,32,32
99,33,33,33,33,32,48,30,25,48,33,33,33,55,33,33,33,10,45,48,33,33,33,10,33,33,33
33,34,18,18,18,18,14,55,110,14,18,55,34,33,34,18,34,55,18,18,18,18,18,55,18,18,34
35,35,35,14,14,14,32,57,57,32,35,35,35,14,14,35,35,57,14,16,145,14,35,57,14,35,35
40,36,36,36,36,36,36,36,36,36,36,40,36,36,36,36,36,41,38,36,36,36,36,41,36,36,36
37,37,37,37,37,2,37,2,2,37,2,37,37,43,37,37,37,2,2,43,37,37,37,2,2,37,37
40,36,38,38,40,25,25,40,18,25,36,40,38,36,38,38,38,24,38,10,36,36,38,24,36,38,38
117,39,39,38,38,38,47,36,39,102,38,117,38,41,38,38,38,117,38,40,38,38,38,117,38,39,39
24,40,41,41,41,9,102,10,18,9,41,24,41,36,41,40,41,27,40,102,40,24,41,27,41,43,40
56,43,38,38,41,9,110,25,36,55,38,21,38,25,38,38,38,25,38,55,41,43,38,25,41,38,41
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
42,43,43,43,43,110,110,10,102,112,72,42,38,47,43,43,72,10,10,55,118,43,118,10,43,43,43
33,103,32,32,58,28,58,33,100,28,100,33,32,57,32,32,32,100,105,28,32,32,32,100,32,32,44
25,45,13,125,125,25,25,57,47,25,25,25,125,47,45,1,125,47,38,25,25,45,45,47,1,45,45
46,6,6,46,6,6,6,6,6,6,46,46,46,6,46,46,46,6,6,6,46,46,46,6,46,46,46
36,36,36,36,36,8,36,36,36,47,36,36,36,36,36,36,36,36,39,38,36,36,36,36,36,36,47
32,32,32,32,32,32,32,32,32,32,32,8,32,8,32,32,32,32,100,32,32,32,32,32,32,32,48
49,49,52,50,52,52,52,50,50,51,52,50,52,50,50,50,50,51,52,52,4,4,50,51,50,52,49
52,52,52,49,50,52,52,52,52,52,50,50,52,52,52,49,52,52,49,52,4,52,50,52,50,52,50
52,121,4,50,4,52,52,50,52,52,50,50,50,50,50,50,50,52,49,52,4,4,50,52,50,52,51
4,4,4,4,4,52,52,49,52,52,4,4,4,49,4,4,4,54,49,52,4,4,4,54,4,4,52
44,44,44,44,44,44,52,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,53
52,52,52,4,52,52,4,52,52,52,52,49,52,49,52,52,52,52,49,52,4,52,4,52,52,52,54
67,55,73,55,55,55,55,55,55,55,55,18,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
56,56,56,56,56,56,56,36,41,56,56,40,56,41,56,56,56,45,38,56,56,56,56,45,56,56,56
57,57,57,57,57,57,57,100,100,57,57,57,57,57,57,57,57,100,111,57,57,57,57,100,57,57,57
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,143,58,58,58,58,58,58,58,58
59,59,59,59,59,58,59,59,58,59,59,59,59,59,59,59,59,59,105,59,59,59,59,59,59,59,59
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
66,61,61,61,61,29,32,63,66,9,61,61,61,61,61,61,61,59,20,32,61,61,61,59,61,61,61
62,62,62,62,62,8,10,10,62,10,62,62,62,62,62,62,62,10,17,62,62,62,62,10,65,62,62
63,63,63,63,63,63,28,12,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
36,36,62,36,62,36,125,36,36,25,62,36,62,36,36,36,62,36,117,44,125,36,36,36,125,62,64
47,47,47,47,47,33,33,57,33,33,63,47,63,47,63,63,63,47,33,33,33,47,62,47,63,63,65
142,32,66,32,8,8,8,23,9,28,66,138,66,142,66,32,66,10,20,8,7,66,66,10,66,147,66
27,67,67,67,67,9,125,10,35,24,67,67,67,62,67,67,67,27,41,67,67,67,67,27,67,67,67
25,68,68,68,68,32,32,32,32,25,68,62,25,62,68,68,68,57,18,25,68,27,68,57,68,68,68
69,71,69,69,69,2,2,2,19,2,69,69,69,69,71,69,69,41,2,2,69,69,69,41,69,69,69
15,31,15,38,64,35,24,0,15,0,41,70,31,40,0,35,24,31,35,125,64,64,40,31,70,64,70
71,71,71,71,71,68,9,68,69,71,71,71,71,71,71,71,71,68,70,1,29,71,71,68,71,71,71
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
111,111,110,111,111,111,111,111,111,111,111,111,111,111,111,111,110,110,111,111,110,110,111,110,110,111,73
32,99,99,99,99,99,99,26,99,99,99,32,99,39,99,99,99,9,27,99,99,99,99,9,99,99,99
25,32,32,32,32,32,32,3,36,32,32,127,32,36,32,32,32,40,41,32,32,32,32,40,32,32,100
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
103,103,103,103,103,103,58,58,58,58,103,103,103,103,103,103,103,58,103,58,103,103,103,58,58,58,103
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
106,106,106,106,106,106,106,106,107,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
108,19,43,19,19,108,108,108,108,108,108,108,43,108,108,19,19,108,108,108,108,108,19,108,19,108,108
109,109,58,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
36,110,55,55,55,26,55,40,116,115,55,36,110,36,110,55,55,26,45,55,55,55,110,26,55,110,110
40,111,111,111,111,47,47,40,41,47,111,25,111,127,111,111,111,57,45,18,111,111,111,57,111,111,111
43,112,112,112,112,104,112,108,108,112,112,112,112,112,112,112,112,112,108,112,112,112,112,112,112,112,112
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,58,113,113,113,113,113,113,113,113
114,114,114,114,114,114,114,114,114,114,114,114,114,106,114,114,114,106,114,114,114,114,114,106,114,114,114
116,116,116,116,116,115,26,3,3,116,116,116,116,115,116,116,115,116,5,116,116,116,116,116,116,116,115
115,116,116,116,116,116,116,116,116,116,116,115,116,38,116,116,115,45,45,116,116,116,116,45,116,116,116
117,117,117,117,117,110,117,32,33,112,117,26,117,39,117,117,117,57,33,55,117,117,117,57,117,117,117
72,43,19,43,43,19,19,19,118,19,118,72,19,72,19,19,118,9,19,19,118,19,19,9,19,118,118
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
64,125,125,125,0,46,127,16,34,125,125,0,125,125,125,0,125,27,27,127,125,14,22,27,125,125,0
1,1,1,1,1,1,44,1,6,1,1,52,1,44,1,1,1,1,1,1,1,1,1,1,1,1,1
24,34,2,2,2,37,2,37,37,122,2,43,2,62,34,2,24,37,2,2,2,15,2,37,2,15,2
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,3
122,52,52,52,6,4,4,4,6,4,122,122,52,122,52,122,52,6,49,4,4,4,4,6,121,6,4
122,46,17,122,17,122,0,17,149,129,149,17,127,5,6,122,127,122,140,122,17,22,122,122,122,127,5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
127,127,127,127,127,127,127,127,127,127,127,48,127,48,127,127,127,127,9,127,127,127,127,127,127,127,8
41,9,9,127,9,127,127,127,127,127,127,127,127,127,9,9,9,10,127,127,10,9,127,10,25,127,9
25,10,1,10,9,10,10,127,127,10,10,10,10,127,45,10,10,127,25,10,10,10,10,127,9,10,10
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,42,11,11,11,11,11,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
13,13,145,13,145,13,69,33,33,145,13,13,13,13,13,15,13,34,13,145,145,145,13,34,15,13,13
124,35,35,5,35,125,127,127,10,127,35,10,35,51,145,10,9,127,65,127,65,35,134,127,134,151,14
15,15,69,2,15,69,67,31,37,67,15,15,2,5,67,140,15,37,70,67,70,70,15,37,120,2,15
16,66,66,16,16,149,16,64,16,16,16,16,16,5,16,66,16,5,139,16,16,16,16,5,16,16,16
17,17,147,147,153,7,17,17,129,17,147,17,66,147,17,66,147,20,6,32,66,66,66,20,66,66,17
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,33,18,18,18,18
19,19,19,113,19,19,69,19,19,19,19,19,19,19,19,19,19,129,19,19,19,19,19,129,105,19,19
20,66,66,20,20,121,3,66,66,7,66,20,66,20,20,20,20,5,139,66,20,66,66,5,20,20,20
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
22,22,147,22,23,8,23,23,57,8,22,22,22,22,22,22,147,48,48,23,22,22,22,48,22,147,22
23,23,32,32,23,8,32,23,23,32,32,23,32,23,32,23,32,72,23,32,23,32,32,72,23,23,23
68,142,67,10,10,10,127,108,124,124,10,108,10,124,71,10,10,69,55,10,71,10,62,69,10,142,24
108,10,10,10,10,10,10,108,10,127,10,108,10,108,10,10,10,10,108,127,71,10,10,10,10,10,25
149,129,26,26,26,127,127,116,26,127,129,116,149,127,129,26,129,26,115,127,26,26,26,26,129,129,26
25,25,127,10,10,127,127,25,64,127,10,127,10,25,45,10,10,25,27,127,10,10,25,25,10,10,27
127,127,127,127,141,127,127,122,122,127,127,127,127,127,141,127,127,151,63,127,10,10,127,151,126,10,28
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,65,13,29,29,29,29,29,29,29
74,74,86,86,86,86,75,148,148,86,86,74,74,74,86,86,86,148,148,86,74,86,86,148,86,86,74
86,75,86,75,75,75,88,88,88,75,75,86,75,85,75,75,75,75,88,85,75,75,75,75,86,75,75
76,76,76,76,74,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,87,76,148,76,76
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,77,146,146,146,146,77
87,87,87,87,87,87,76,83,87,90,80,87,87,80,87,87,87,83,87,87,76,83,78,83,80,87,78
76,79,76,79,76,79,79,79,76,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,76,79
80,96,80,76,82,76,79,96,76,80,80,80,80,80,80,80,96,76,76,96,82,76,80,76,82,96,80
81,81,81,81,81,81,81,95,81,81,81,82,81,148,81,81,81,81,87,81,81,148,81,81,81,81,81
82,82,82,82,82,82,82,82,88,82,82,82,82,82,82,82,82,82,74,75,74,82,82,82,82,75,82
83,83,83,83,83,83,83,83,83,98,83,83,83,83,83,83,83,83,83,87,83,83,83,83,83,83,83
84,84,80,80,82,84,80,84,84,84,84,80,84,84,80,84,84,84,84,84,80,96,79,84,80,80,84
81,133,148,86,133,133,133,133,133,85,148,133,85,85,148,85,133,133,85,130,84,131,85,133,84,148,85
76,86,16,86,86,76,82,82,82,82,86,86,86,74,86,90,86,76,82,76,86,86,86,76,139,88,86
86,87,93,87,87,131,87,96,79,132,131,131,131,80,87,87,87,97,132,131,131,93,132,97,87,93,87
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
89,89,89,89,89,89,89,89,89,89,89,89,89,94,89,89,89,89,89,89,89,89,89,89,89,89,89
90,90,90,90,90,88,76,90,90,76,90,90,90,79,90,90,90,79,88,90,90,90,90,79,90,90,90
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
93,93,93,93,93,93,131,93,80,93,93,93,93,93,93,93,93,93,131,93,93,93,93,93,91,93,93
133,133,133,133,133,89,133,133,89,89,133,133,133,94,89,133,133,89,133,133,133,133,133,89,133,133,94
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
148,82,96,96,82,82,96,82,82,96,82,135,96,85,96,82,96,82,96,82,82,96,82,82,96,148,96
97,97,97,97,97,97,97,97,97,133,97,97,97,97,97,97,97,97,97,130,97,97,97,97,97,97,97
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,83,98,98,98,98,98,98,98,98
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
109,109,69,32,48,8,48,42,68,48,32,69,72,109,109,48,109,109,71,48,32,32,8,109,72,32,30
31,31,31,31,31,31,31,44,44,31,31,31,31,31,31,31,31,31,48,31,31,31,31,31,31,31,31
32,32,32,32,32,32,32,32,32,32,32,32,32,100,32,32,32,32,100,32,32,32,32,32,32,32,32
57,33,33,33,33,33,28,57,47,33,33,25,8,8,33,33,33,57,57,28,33,18,33,57,33,33,33
144,144,144,144,144,144,63,63,63,18,144,13,144,144,13,144,144,144,63,63,144,144,144,144,144,144,34
35,12,35,35,35,12,12,12,12,12,35,35,35,35,35,35,35,138,12,12,12,35,35,138,35,35,35
62,62,36,68,68,8,8,51,33,8,62,62,62,62,62,62,45,9,67,8,68,27,62,9,45,62,36
70,70,37,70,67,52,3,35,2,3,37,37,2,62,37,37,37,1,35,3,37,67,37,1,70,37,37
27,38,38,38,38,38,3,26,3,41,38,38,38,39,38,38,38,38,41,3,27,27,38,38,39,38,38
38,39,39,39,39,57,57,115,115,150,39,38,39,115,44,38,38,26,115,57,38,38,39,26,38,39,39
40,100,41,41,41,57,57,115,115,57,38,40,38,41,38,38,34,115,115,57,44,38,57,115,44,44,40
38,10,41,38,41,10,27,115,116,27,150,25,38,36,25,41,38,26,26,10,150,43,41,26,41,38,41
42,42,42,42,42,42,147,42,138,147,147,42,42,42,42,42,42,42,42,42,61,61,42,42,42,42,42
72,72,43,43,43,72,72,72,57,72,43,72,43,72,43,72,43,72,149,72,43,43,72,72,72,72,43
1,44,1,1,1,1,1,1,0,1,1,1,44,1,1,44,1,1,35,1,1,1,44,1,1,44,44
1,44,44,1,1,44,1,1,44,1,1,44,1,1,1,1,44,1,0,1,45,45,1,1,45,1,45
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,127,46,127,46,46,46,127,46,46,46
18,47,47,47,47,63,18,18,18,65,47,1,47,47,47,144,125,18,18,18,47,47,47,18,144,47,47
48,48,28,48,48,48,48,48,48,48,48,48,48,48,48,48,28,48,48,48,48,48,28,48,28,28,48
49,49,49,50,49,51,49,51,49,51,49,49,49,51,49,49,49,121,49,49,49,49,50,121,50,49,49
4,50,50,49,50,33,57,35,49,57,50,49,50,52,4,4,50,121,16,100,4,4,4,121,4,4,50
67,151,51,151,52,151,52,54,52,51,51,54,151,53,151,151,52,52,52,52,151,53,151,52,52,151,51
52,4,4,4,49,52,52,52,52,4,49,52,52,52,52,52,49,52,52,52,4,52,4,52,4,4,52
53,53,53,53,53,151,53,53,122,53,53,53,53,53,53,53,53,53,53,53,53,53,51,53,53,53,53
52,4,52,4,4,54,54,54,54,54,52,54,52,52,4,52,52,54,7,54,4,52,4,54,4,52,54
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,55,110,110,110,110,110,55,110,55
56,56,56,56,56,56,56,56,6,56,56,56,56,141,56,56,56,56,151,6,56,56,56,56,56,56,56
32,57,57,57,57,57,57,57,100,57,57,32,57,57,57,57,57,32,57,57,57,57,57,32,57,57,57
58,58,58,58,58,58,58,143,58,58,58,58,58,107,58,58,58,107,107,58,58,58,58,107,58,58,58
58,59,59,59,59,59,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61,61,61,61,61,61,60,60,60,23,61,61,61,60,61,61,61,61,59,66,61,61,61,61,61,61,61
45,71,62,68,71,71,64,68,65,71,62,68,68,71,62,71,68,68,57,65,65,27,71,68,65,71,62
29,29,63,63,63,32,63,63,21,63,29,63,29,29,63,63,63,71,21,63,63,63,63,71,63,63,63
35,1,1,100,1,57,57,109,44,57,64,1,1,44,1,36,1,45,14,57,125,1,125,45,0,1,64
65,63,63,65,63,65,49,71,71,65,63,63,63,65,63,63,65,49,63,63,65,65,65,49,145,63,65
66,66,66,66,66,66,66,66,66,66,22,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
67,45,67,67,34,24,67,62,67,24,34,62,67,62,67,67,45,1,24,24,27,27,65,1,27,67,67
62,27,27,68,27,68,68,68,68,65,27,68,27,62,27,68,27,68,62,27,27,27,68,68,27,27,68
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,54,71,69,69,69,69,54,69,69,69
69,56,62,65,65,34,69,69,45,67,65,70,69,142,69,69,69,67,151,144,65,65,65,67,65,65,70
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,69,71,71,71,71,71,71,71,71
22,141,38,61,61,125,26,22,22,26,72,127,38,60,72,61,72,141,127,72,127,127,61,141,127,9,72
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
3,3,23,3,23,121,121,66,121,22,3,3,3,51,121,20,121,22,66,66,121,3,121,22,121,3,121
46,46,122,122,122,122,46,46,124,46,122,46,46,46,46,46,46,122,46,122,46,46,122,122,124,46,122
122,122,123,123,123,122,122,123,22,122,123,123,122,122,123,123,122,22,123,122,122,123,123,22,123,123,123
123,122,122,122,122,122,122,122,123,124,122,124,122,122,122,122,122,122,124,122,122,122,122,122,122,124,124
45,45,68,45,45,45,68,1,121,45,68,45,45,45,45,125,125,54,70,45,45,45,45,54,45,125,125
126,126,126,126,126,137,126,126,126,126,126,126,126,126,126,126,126,137,126,126,126,126,126,137,126,126,126
28,127,127,127,127,127,127,22,141,127,127,22,127,127,127,127,127,141,61,127,127,127,141,141,127,127,127
122,151,128,128,128,151,128,53,151,141,128,53,128,122,151,128,122,122,122,141,128,128,122,122,128,151,128
129,129,129,129,129,129,129,5,129,129,129,129,129,129,129,129,129,136,140,129,129,129,129,136,129,129,129
49,136,136,136,136,136,136,138,138,136,136,136,136,136,136,136,136,138,126,136,136,100,136,138,136,136,136
137,151,137,151,126,151,151,141,137,53,151,137,151,122,151,51,151,151,141,151,151,151,151,151,151,151,137
138,138,138,138,138,138,138,138,138,138,138,138,138,138,71,138,138,138,138,126,138,138,138,138,138,138,138
18,139,139,17,58,139,139,139,139,139,139,139,139,42,12,139,139,139,139,139,139,139,149,139,17,17,139
140,140,140,140,140,140,140,11,42,140,140,140,140,140,140,140,140,140,140,12,140,140,149,140,140,140,140
141,141,141,141,141,141,141,46,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
144,144,144,144,144,144,63,144,144,144,144,144,144,144,144,144,144,144,63,144,144,144,144,144,144,144,144
63,65,70,70,65,52,129,35,17,17,65,145,70,62,65,145,145,5,12,17,65,65,62,5,65,65,145
140,140,140,140,140,149,140,149,149,140,17,149,149,149,140,149,140,149,149,149,140,140,149,149,140,140,149
150,150,150,150,150,23,150,150,22,150,150,44,150,142,150,150,150,150,150,150,150,150,150,150,150,150,150
53,151,151,51,151,151,151,53,53,53,151,151,151,53,151,151,151,151,53,151,151,51,151,151,151,52,151
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
32,100,100,100,32,100,100,32,100,100,100,32,100,100,100,32,32,100,57,100,100,100,100,100,32,100,100
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,48,73,102,102,47,102,102,102,102,102,48,73,72,102,102,102,48,102,102,102
103,103,103,103,103,103,103,103,103,103,103,103,103,109,103,103,103,109,103,103,103,109,103,109,103,58,103
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
108,108,108,43,108,108,108,108,108,108,108,108,108,108,108,108,19,108,108,108,108,108,108,108,108,108,108
109,109,109,109,109,109,109,99,99,109,109,109,109,109,109,109,109,99,107,109,109,109,109,99,109,109,109
110,110,55,110,110,55,110,110,110,55,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
111,111,111,111,111,111,111,111,111,111,111,111,111,57,111,111,111,111,111,111,111,111,111,111,111,111,111
112,112,112,112,112,112,112,104,104,112,112,112,112,112,112,112,112,104,104,112,112,112,112,104,112,112,112
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,99,113,113,113,113,113,113,113,113
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,106,114,114,114,114,114,106,114,114,114
26,115,116,116,115,115,115,115,115,115,26,26,115,117,115,115,115,115,115,116,26,26,116,115,115,116,115
117,116,26,116,116,115,39,26,116,116,116,116,116,117,116,115,26,116,117,116,26,26,116,116,116,116,116
26,117,117,117,117,26,117,117,117,26,117,26,117,117,117,117,117,26,117,116,117,19,117,26,117,117,117
118,118,118,43,118,19,19,19,19,19,118,118,43,118,118,118,118,19,129,19,118,118,118,19,140,118,118
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
86,77,90,74,90,74,86,90,90,90,77,90,90,90,86,90,77,90,90,90,90,90,90,90,90,90,74
78,84,75,75,75,75,75,75,75,75,75,78,75,75,75,75,75,75,75,75,85,85,75,75,75,75,75
76,74,90,90,86,90,76,90,76,76,86,76,90,85,84,74,90,75,76,76,74,90,90,75,90,90,76
130,95,77,80,77,95,95,81,93,95,77,80,77,81,95,77,77,131,131,77,77,77,77,131,77,77,77
132,78,78,87,131,87,132,87,87,132,78,78,78,78,87,87,87,78,90,78,74,78,87,78,74,78,78
74,79,79,79,79,79,79,79,79,79,79,79,79,79,76,79,79,79,79,79,79,79,79,79,90,79,79
87,87,74,87,80,80,90,83,76,76,86,86,86,80,87,86,86,90,90,76,74,83,80,90,87,80,80
81,50,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,75,81,81,81,81,81,81,81,81
74,74,74,90,82,74,79,74,76,82,86,74,74,75,74,74,74,74,82,76,74,86,82,74,74,86,82
83,83,83,83,83,83,83,83,83,83,83,83,135,83,83,83,83,83,76,87,83,83,83,83,135,83,83
